customerId,customerFName,customerLName,customerCity
3109,Jack,James,Fort Worth
3110,Phillip,Smith,Irwin
3111,Mary,Brown,Caguas
3112,Kimberly,Marsh,Milwaukee
3113,Aaron,Smith,Caguas
3114,Mary,Briggs,Billings
3115,Tammy,Leblanc,Caguas
3116,Mary,Smith,Dayton
3117,Jacob,Murphy,Rowland Heights
3118,Mary,Francis,Jacksonville
3121,Mary,Murphy,Los Angeles
3122,Joseph,Graves,Augusta
3125,Dylan,Walker,Caguas
3127,Jessica,Smith,Caguas
3128,Karen,Turner,Edison
3129,Mary,Morton,Caguas
3131,Mary,Brown,Carlsbad
3132,Mary,Gutierrez,Caguas
3133,Ruth,Becker,Freeport
3134,Mary,Smith,Caguas
3135,Helen,Ward,Houston
3137,Elizabeth,Smith,Oxnard
3138,Barbara,Nelson,Houston
3139,Mary,Pope,New York
3140,Charles,Smith,Caguas
3141,Cynthia,Shannon,Massapequa
3143,Mary,Jones,Stamford
3144,Pamela,Browning,Hialeah
3145,Rose,Smith,Caguas
3146,Mary,Murphy,Opa Locka
3147,Daniel,Diaz,Caguas
3148,Mary,Barrett,Lynwood
3149,Edward,Dennis,Dallas
3150,Ruth,Smith,Caguas
3151,Mary,Brown,Aurora
3152,Emily,Thomas,Caguas
3153,Mary,Smith,Grand Prairie
3154,Terry,Thomas,Chicago
3155,Mary,Haas,Caguas
3156,Kathleen,Smith,Virginia Beach
3157,Mary,Diaz,West Jordan
3159,Mary,Hill,Cleveland
3160,Charles,Jensen,Caguas
3161,Barbara,Arias,Phoenix
3162,Wayne,Smith,Caguas
3164,Karen,Smith,Woonsocket
3165,Nancy,Haynes,Caguas
3166,Donald,Smith,Fort Lauderdale
3167,Janice,Ward,Caguas
3169,Lawrence,Butler,Caguas
3170,Mary,Smith,Woodbridge
3171,Elizabeth,Moss,Caguas
3172,Karen,Boyle,Colorado Springs
3174,Rose,Turner,Caguas
3175,Mary,Little,Tucson
3177,Mary,Nguyen,Irvington
3178,Victoria,Wu,Middletown
3179,Mary,Compton,Caguas
3180,Raymond,Smith,Riverside
3181,Mary,Hopkins,Del Rio
3182,Frances,Smith,Caguas
3183,Mary,Butler,Buffalo
3185,Mary,Beard,Birmingham
3186,Jack,Smith,Caguas
3187,Mary,Clark,Jersey City
3188,Madison,Ray,Caguas
3189,Bryan,Smith,Atlanta
3190,Mary,Leonard,Sandusky
3192,Mary,Lindsey,Panorama City
3193,Joshua,Smith,Westland
3194,Keith,Gutierrez,Caguas
3196,Diane,Ferguson,Caguas
3197,Mary,Holloway,Los Angeles
3198,Sarah,Smith,Caguas
3199,Ashley,Hernandez,New York
3200,Mary,Barron,Caguas
3201,Kathleen,Smith,Forest Hills
3203,Mary,Bryan,Rego Park
3204,Edward,Smith,Caguas
3205,Julie,Santiago,Fort Worth
3206,Mary,Smith,North Tonawanda
3207,Stephen,Smith,Caguas
3208,Mildred,Short,Hollywood
3209,Mary,Smith,Caguas
3210,Richard,Welch,Escondido
3211,Mary,Smith,Caguas
3213,Mary,Smith,Pekin
3214,Kevin,Bowers,Caguas
3215,Judith,Smith,El Paso
3216,Roy,Watts,Newark
3217,Mary,Smith,Caguas
3218,Steven,Mann,Staten Island
3219,Mary,French,Caguas
3220,Susan,Villanueva,Sacramento
3221,Scott,Smith,Caguas
3222,Mary,Williams,Lakewood
3223,Thomas,White,Caguas
3224,Kevin,Bowers,Las Vegas
3225,Mary,Smith,Ann Arbor
3226,Shawn,Schmidt,Memphis
3227,Mary,Smith,Caguas
3230,Mary,Jones,Caguas
3232,Olivia,Smith,Rancho Cucamonga
3233,Mary,West,Caguas
3234,Jacob,Smith,El Paso
3235,Lori,Baker,Caguas
3236,Mary,Smith,Hollister
3237,James,Gonzalez,Caguas
3238,Benjamin,Hoffman,Brooklyn
3239,Mary,Smith,Olathe
3242,Mary,Garcia,El Cajon
3243,Julia,Lewis,Hamilton
3244,Mary,Garza,Caguas
3245,Rebecca,Smith,Hayward
3248,Janet,Ochoa,Edison
3249,Mary,Mcgrath,Caguas
3250,Richard,Smith,Bell Gardens
3251,Kenneth,Murillo,Los Angeles
3252,Mary,Smith,Caguas
3253,Kevin,Patel,Laguna Niguel
3254,Bruce,Meyers,Stockton
3255,Mary,Christian,Caguas
3256,Michael,Smith,Newark
3259,Mary,Gallegos,New York
3260,Matthew,Smith,Caguas
3262,Mary,Brewer,Aurora
3263,Brian,Smith,Caguas
3269,Margaret,Wade,Caguas
3271,Mary,Simon,Los Angeles
3272,Julie,Smith,Caguas
3273,Mary,Ford,Sunnyvale
3274,Mary,Smith,Des Plaines
3275,Steven,Williams,Fremont
3277,Jennifer,Smith,Caguas
3278,Patrick,Anderson,Brooklyn
3279,Mary,Wells,Bronx
3282,Mary,Smith,Dallas
3283,Charles,Ramos,Martinsburg
3285,Michelle,Gilbert,Bronx
3287,Mary,Malone,Kailua
3288,Stephanie,Smith,Caguas
3289,Mary,Adkins,Rialto
3290,Linda,Smith,San Jose
3292,Ruth,Smith,Arlington
3293,Mary,Barker,San Jose
3294,Michael,Smith,Caguas
3295,Maria,Joseph,Los Angeles
3296,Mary,Smith,Caguas
3297,Bryan,Lewis,Moreno Valley
3298,Mary,Ray,Caguas
3299,Laura,Smith,Bronx
3300,Mary,Simpson,Hendersonville
3301,Richard,Davila,Caguas
3302,Terry,Smith,Salem
3303,Mary,Robinson,Caguas
3304,Amanda,Gibson,Chicago
3305,Sara,Smith,Caguas
3306,Mary,Woods,New York
3307,Lauren,Holmes,Caguas
3308,Aaron,Smith,Annandale
3310,Robert,Porter,Glenview
3313,Mary,Ortiz,Ballwin
3314,Charles,Smith,Caguas
3315,Andrew,Butler,Woodbridge
3316,Mary,Oconnor,Caguas
3317,Betty,Smith,Los Angeles
3318,Henry,Tate,Caguas
3319,Adam,Prince,New York
3321,Robert,Medina,Caguas
3323,Megan,Meyers,Caguas
3324,Mary,Smith,Aurora
3325,Danielle,Rios,Caguas
3326,Mary,Smith,Elmhurst
3328,Mary,Cannon,Chicago
3329,Joshua,Smith,Caguas
3330,Mary,Johnson,Hagerstown
3331,Diane,Martinez,Fountain Valley
3332,Mary,Robinson,Stockton
3333,James,Massey,East Lansing
3334,Amber,Smith,Mount Pleasant
3337,Jeffrey,Smith,Baltimore
3338,Howard,Collins,Taunton
3339,Mary,Payne,Caguas
3340,Linda,Fletcher,Chapel Hill
3341,Carol,Smith,Caguas
3342,Mary,Cobb,Rio Grande
3343,Vincent,Smith,Caguas
3344,Mary,Park,Virginia Beach
3345,Christine,Smith,Caguas
3346,Walter,Parker,Arecibo
3347,Mary,Christian,El Paso
3348,James,Lynn,Caguas
3349,Lauren,Smith,San Diego
3350,Mary,Mercer,Loveland
3351,James,Smith,Caguas
3352,Gregory,Santiago,Chicago
3353,Mary,Smith,Lynn
3354,Russell,Flores,Caguas
3355,Mary,Morales,New Orleans
3356,Lori,Mcintosh,Caguas
3357,Mary,Smith,Lutz
3358,Anthony,Wright,Caguas
3363,Grace,Smith,Caguas
3364,Mary,Ramos,Martinez
3365,William,Crawford,Rock Hill
3366,Mary,Herring,Caguas
3367,Betty,Smith,San Juan
3368,Mary,Jackson,Las Vegas
3369,Joseph,Clark,Rome
3370,Mary,Reyes,Hialeah
3371,David,Dixon,Caguas
3372,Virginia,Smith,Princeton
3373,Mary,Willis,Caguas
3374,Christine,Smith,Chicago
3375,Mary,Sanchez,Caguas
3376,Rose,Cannon,Tonawanda
3377,Ralph,Smith,Columbia
3378,Mary,Torres,Caguas
3380,Mary,Pitts,Detroit
3381,Lisa,Smith,Portland
3382,Donald,Baker,Caguas
3383,Jose,Casey,Brooklyn
3385,Thomas,Jones,Placentia
3386,Justin,Smith,Laredo
3387,Grace,Lin,Caguas
3388,Mary,Smith,Augusta
3390,Elizabeth,Stephenson,Caguas
3392,Victoria,Pham,Los Angeles
3393,Nathan,Smith,Caguas
3396,Patrick,Smith,San Bernardino
3398,James,Hardin,Plano
3399,George,Smith,Caguas
3400,Frank,Lewis,Moreno Valley
3401,Sara,Ramos,Caguas
3402,Mary,Wilkerson,Moreno Valley
3403,Evelyn,Smith,Philadelphia
3405,Bruce,Paul,Caguas
3406,Mary,Smith,El Paso
3408,Catherine,Ryan,Caguas
3409,Mary,Garner,Philadelphia
3410,Brandon,Smith,Caguas
3411,Mary,Lester,Salina
3412,Pamela,Smith,Caguas
3413,Mary,Underwood,Madera
3414,Ruth,Smith,Caguas
3416,Mary,Smith,Houston
3418,Gerald,Macdonald,Caguas
3419,Mary,Smith,Flushing
3421,Kathryn,Norris,Caguas
3423,Mary,Smith,Caguas
3424,Patricia,Leblanc,Clementon
3425,Andrea,Smith,Caguas
3426,Douglas,Davenport,Fort Lauderdale
3427,Mary,Smith,Caguas
3428,Madison,Joseph,Chicago
3431,Mary,Berger,Caguas
3434,Jane,Cruz,Greensboro
3435,Mary,Smith,Caguas
3436,Joshua,Lewis,Palatine
3437,Mary,Massey,Caguas
3438,James,Richmond,Mililani
3439,Pamela,Smith,Caguas
3440,Mary,Edwards,Salinas
3441,Emma,Russell,Lockport
3442,Mary,Henson,Caguas
3444,Karen,Olsen,Los Angeles
3445,Andrew,Smith,Caguas
3446,Kathryn,Wright,Corona
3448,Mary,Smith,Chicago
3449,Joyce,Gonzalez,Cupertino
3450,Mary,Fields,Diamond Bar
3456,Jeffrey,Ramos,Caguas
3457,Mary,Weaver,Pomona
3458,Henry,Smith,Caguas
3462,Mary,Martinez,Caguas
3463,Laura,Adams,Greensboro
3464,Zachary,Smith,Caguas
3466,Evelyn,Smith,Caguas
3467,Victoria,Smith,Pacoima
3468,Mary,Romero,San Francisco
3469,Rebecca,Harmon,Waipahu
3470,Carolyn,Petersen,Algonquin
3472,Ethan,Smith,Caguas
3474,Jack,Hatfield,Caguas
3475,Mary,Smith,Augusta
3476,Kathy,Petty,Caguas
3478,Alan,Obrien,Caguas
3479,Mary,Vang,Brooklyn
3481,Ronald,Obrien,Wyoming
3482,Mary,Horton,Richmond
3483,Michael,Smith,Caguas
3484,Rebecca,Hunter,Bay Shore
3485,Mary,Smith,San Bernardino
3486,Carol,Thompson,Caguas
3487,Tyler,Smith,Findlay
3489,Larry,Waller,Austin
3491,Diane,Barrett,San Diego
3492,Mary,Smith,Campbell
3493,Joseph,Simmons,Caguas
3494,Cheryl,Smith,Montebello
3495,Mary,Mcdonald,Winter Park
3496,Brittany,Holmes,Caguas
3498,Elizabeth,Ramos,Caguas
3499,Mildred,Cole,Toa Baja
3500,Mary,Mcdonald,Escondido
3501,Rachel,Davila,Caguas
3502,Mary,Smith,Antioch
3503,Kathryn,Davis,Philadelphia
3504,Mary,Salinas,Caguas
3505,Kevin,Smith,Chicago
3506,Samantha,Graham,Phoenix
3507,Mary,Mathews,Caguas
3508,Randy,Smith,Escondido
3509,Mary,Perry,Caguas
3510,Juan,Smith,San Jose
3511,Mary,Orozco,Caguas
3513,Shirley,Boyer,Caguas
3514,Walter,Smith,Danbury
3515,Mary,Sims,Fort Lauderdale
3516,Elizabeth,Smith,Caguas
3517,Mary,Russell,Piscataway
3518,Daniel,Smith,Clovis
3519,Nicholas,Ruiz,San Antonio
3520,Mary,Smith,Caguas
3521,Joyce,Callahan,Troy
3522,Adam,Smith,Caguas
3523,Mary,Mcgee,Fort Lauderdale
3525,Joseph,Flores,Cleveland
3526,Kevin,Durham,Caguas
3527,Mary,Smith,Hesperia
3529,Victoria,Weaver,Endicott
3530,Mary,Smith,Caguas
3531,Amanda,Foster,Aurora
3532,Carolyn,Henderson,Caguas
3533,Mary,Smith,Lindenhurst
3535,Betty,Rodgers,Encinitas
3536,Mary,Tanner,Caguas
3537,Ralph,Smith,La Mesa
3538,Mary,Henry,Caguas
3539,Richard,Smith,Washington
3542,Mary,Russell,Caguas
3544,Danielle,Smith,Bismarck
3545,Austin,Guzman,Rochester
3546,Mary,Cannon,Caguas
3547,Rebecca,Waller,South San Francisco
3548,Mary,Smith,San Diego
3551,Richard,Kramer,Caguas
3552,Kathleen,Smith,La Mesa
3553,Mary,Lloyd,Caguas
3554,Michael,Smith,Los Angeles
3555,Gregory,Walker,Brooklyn
3556,Mary,Lane,Caguas
3558,Mary,Smith,Caguas
3559,Susan,Wright,North Las Vegas
3560,Dylan,Rhodes,Sandusky
3561,Mary,Smith,Caguas
3562,Beverly,Chase,Annandale
3563,Mary,Stout,Caguas
3564,William,Smith,North Las Vegas
3565,Johnny,Johnson,Caguas
3566,Mary,Meyer,Chicago
3567,Thomas,Schroeder,Honolulu
3568,Madison,Smith,Caguas
3569,Jeremy,Smith,West Jordan
3570,Mary,Nelson,Caguas
3571,Laura,Smith,Harlingen
3572,Mary,Bennett,La Crosse
3573,Virginia,Gould,Caguas
3574,Mary,Smith,Salt Lake City
3575,Hannah,Cooper,Fort Lauderdale
3576,Mary,Smith,Caguas
3577,Michael,Martin,Chicago
3578,Christian,Cameron,Fort Lauderdale
3579,Mary,Smith,Caguas
3580,Jessica,Larson,Palatine
3581,Mary,Pugh,Caguas
3582,Ruth,Smith,New York
3583,Jacqueline,Allen,Goleta
3584,Mary,Washington,Caguas
3586,Mary,Smith,Jersey City
3589,Mary,Smith,Caguas
3590,Jeffrey,Lewis,Colorado Springs
3591,Lori,Farmer,Caguas
3592,Mary,Smith,Richmond
3593,Christina,Lewis,Caguas
3595,Joshua,Lewis,Catonsville
3596,Mary,Richmond,Caguas
3598,Marilyn,Morris,Tucson
3599,Mary,Park,Caguas
3600,Jennifer,Smith,Moreno Valley
3601,Rose,Robertson,Caguas
3602,Mary,Warner,Stamford
3603,Susan,Smith,Longmont
3604,Alexander,Martin,Fullerton
3605,Mary,Sanders,Caguas
3606,Joan,Strickland,New York
3607,Marie,Smith,Caguas
3608,Mary,Rogers,Brooklyn
3609,James,Waters,Hollywood
3610,Jordan,Smith,Stafford
3611,Mary,Mitchell,Caguas
3613,Mary,York,Brooklyn
3614,John,Smith,Caguas
3615,Jennifer,Cooper,New York
3616,Jean,Holder,Chicago
3618,Linda,Evans,Caguas
3619,Samantha,Smith,West Haven
3621,Mary,West,Caguas
3622,Donald,Stanley,Brooklyn
3624,Grace,Shah,Lutz
3625,Mary,Smith,Caguas
3626,Stephen,Garza,Oceanside
3627,Mary,Smith,Caguas
3628,Alice,Michael,Elgin
3629,Mary,Smith,North Tonawanda
3632,Albert,Flores,Caguas
3633,Mary,Burch,El Paso
3634,Emily,Smith,Caguas
3635,Catherine,Flowers,San Jose
3636,Willie,Smith,Caguas
3637,Mary,Wu,Bronx
3638,Amy,Smith,Caguas
3640,Mary,Serrano,Caguas
3641,Thomas,Smith,Miami
3642,Margaret,Nicholson,Caguas
3643,Donald,Smith,Los Angeles
3644,Debra,Ryan,Caguas
3645,Martha,Guerra,Watsonville
3646,Mary,Smith,New York
3647,Grace,Moore,Cumberland
3648,Mary,Parker,Caguas
3649,Andrew,Nguyen,Union City
3650,Wayne,Smith,Pompano Beach
3651,Mary,Sanders,San Antonio
3652,Ann,Esparza,Caguas
3653,Peter,Smith,Princeton
3654,Mary,Smith,Caguas
3655,Karen,Conway,Mount Prospect
3656,Willie,Smith,Philadelphia
3659,Margaret,Meadows,Philadelphia
3660,Roger,Smith,Del Rio
3663,Beverly,Strong,Caguas
3664,Mary,Smith,Virginia Beach
3665,Philip,Wyatt,Caguas
3669,Mary,Soto,San Bernardino
3671,Mary,Johnson,Mentor
3672,James,Park,Caguas
3674,Amy,Torres,El Cajon
3675,Joyce,Pittman,Caguas
3676,Mary,Smith,Fargo
3677,Sandra,Edwards,Caguas
3678,Alice,Castro,Brooklyn
3679,Mary,Carpenter,New York
3681,Edward,Jones,Caguas
3682,Emily,Romero,Philadelphia
3683,Mary,Fernandez,Caguas
3685,Mary,Watson,Apex
3688,Judy,Smith,Caguas
3689,Mary,Wallace,San Juan
3690,Brittany,Williamson,Virginia Beach
3693,Megan,Trevino,Compton
3694,Mary,Smith,Dearborn
3695,Christopher,Bryant,Portland
3696,Martha,Holloway,Caguas
3698,John,Smith,Caguas
3699,Charles,Walker,La Habra
3700,Stephen,Bailey,Las Vegas
3701,Bryan,Foster,Hollywood
3702,Mary,Smith,Caguas
3703,Christine,Reynolds,Baldwin Park
3704,Mary,Smith,Chandler
3705,Lisa,Smith,Caguas
3706,Ashley,Fitzgerald,Columbus
3707,Mary,Smith,Caguas
3709,Mary,Padilla,Caguas
3710,Ashley,Smith,Springfield
3711,Jordan,Palmer,Fort Worth
3712,Mary,Meza,Caguas
3713,Helen,Smith,Chicago
3714,Kimberly,Williams,Los Angeles
3715,Debra,Burnett,Caguas
3716,Hannah,Jarvis,San Jose
3718,Mark,Ward,Las Vegas
3719,Mary,Ortiz,Caguas
3720,Mary,Bowman,Los Angeles
3721,Melissa,Powers,Mount Pleasant
3722,Russell,Smith,Caguas
3723,Mary,Jones,Humacao
3724,Michelle,Webb,Douglasville
3726,Robert,Smith,Simi Valley
3727,Janet,Espinoza,Caguas
3728,Mary,Smith,Loveland
3729,John,Peters,Caguas
3730,Eric,Clements,Norfolk
3731,Beverly,Smith,Caguas
3732,Mary,Mejia,Norcross
3733,Elizabeth,Mckee,Caguas
3734,Katherine,Smith,Modesto
3735,Mary,Lewis,El Centro
3736,Brian,Munoz,Caguas
3738,Cheryl,Smith,Caguas
3740,Mary,Smith,Caguas
3742,Samuel,Bailey,Cupertino
3743,Mary,Buchanan,Caguas
3744,Michael,Hancock,Ontario
3745,Kimberly,Smith,Caguas
3746,Walter,Moore,Kent
3747,Mary,Lloyd,Caguas
3748,Brenda,Smith,Lake Forest
3750,Mary,Smith,Caguas
3752,Mary,Vega,Caguas
3754,Mary,Sims,Columbus
3755,Eugene,Smith,Los Angeles
3756,Mary,Watson,Caguas
3757,Matthew,Fuller,Rosemead
3758,Scott,Smith,Salt Lake City
3759,Mary,Taylor,Caguas
3760,Christine,Burns,Pico Rivera
3762,Juan,Smith,West New York
3763,Mary,Martinez,Warren
3764,Ethan,Smith,Los Angeles
3765,Mary,Smith,Caguas
3766,David,Chavez,Garden Grove
3767,Mary,Wagner,Caguas
3770,Mary,Johnson,San Sebastian
3771,David,Phelps,Caguas
3772,Mary,Smith,Brooklyn
3773,Brenda,Prince,Tempe
3774,Mary,Smith,Caguas
3775,John,Johnson,Mentor
3776,Amber,Faulkner,Caguas
3777,Mary,Smith,Los Angeles
3778,Robert,Tate,Caguas
3779,Emma,Dougherty,Madera
3780,Mary,Smith,Caguas
3781,Richard,Lara,Hamtramck
3782,Mary,Serrano,Caguas
3783,Albert,Smith,El Paso
3785,Brian,Smith,Las Vegas
3786,Mary,Moody,Irving
3787,Kevin,Vang,Columbia
3788,Frances,Smith,Memphis
3789,Mary,Mason,Caguas
3790,Alan,Estes,Powder Springs
3791,Mary,Smith,Levittown
3792,Gary,Kelly,Garden Grove
3793,Janet,Best,Caguas
3794,Julia,Smith,Manchester
3795,Peter,Williams,Caguas
3796,Mary,Davis,Pompano Beach
3797,David,Gutierrez,Caguas
3799,Mary,Wade,Caguas
3800,Shawn,Smith,Germantown
3802,Timothy,Smith,Miami
3803,Mary,Salazar,San Francisco
3804,Andrew,Le,Hagerstown
3805,Melissa,Smith,Quincy
3806,Adam,Carson,Upland
3807,Mary,Huang,Brandon
3809,Melissa,Taylor,Lakewood
3810,Rose,Lamb,Caguas
3811,Mary,Smith,Lancaster
3812,Robert,Hayes,Hendersonville
3813,Andrew,Smith,Brooklyn
3816,Dorothy,Smith,Caguas
3817,Gary,Garcia,Toa Alta
3818,Victoria,Stout,Tempe
3819,Mary,Smith,Caguas
3821,Martha,Haas,Caguas
3822,Mary,Smith,West Jordan
3823,Charles,Ortega,Caguas
3824,Evelyn,Smith,Salt Lake City
3825,Mary,Ward,Silver Spring
3827,Mary,Smith,Caguas
3828,Janice,Carpenter,El Paso
3829,Mary,Klein,El Paso
3830,William,Smith,Caguas
3831,Nicholas,Parker,Bakersfield
3832,Mary,Carey,Aurora
3834,Denise,Ritter,Caguas
3835,Mary,Smith,Fremont
3837,Mary,Smith,Aurora
3839,Adam,Smith,Mechanicsburg
3841,Mary,Sawyer,Caguas
3842,Susan,Smith,Palatine
3843,Ruth,Carter,Caguas
3844,Justin,Haynes,Hampton
3845,Mary,Smith,Caguas
3847,Julie,Brewer,Columbia
3848,Mary,Smith,New Braunfels
3851,Mary,Orozco,Caguas
3852,Roy,Potts,Orlando
3853,Eugene,Smith,South Richmond Hill
3855,Amy,Smith,New York
3856,Mary,Long,Laredo
3857,Robert,Everett,Caguas
3858,Martha,Smith,Newark
3859,Mary,Robinson,Caguas
3860,Susan,Walker,San Antonio
3861,Mary,Smith,Caguas
3862,Jordan,Lopez,Watsonville
3863,Mary,Walker,Nashville
3865,Jessica,Hunter,Caguas
3866,Ryan,Smith,Jacksonville
3868,Rachel,Smith,Chandler
3869,Mary,Roberts,Los Angeles
3870,Willie,Smith,Caguas
3871,Mary,Watson,Joliet
3872,Lisa,Smith,Caguas
3875,Frances,Smith,Caguas
3876,Mary,Warner,Normal
3877,John,Mcclure,Caguas
3879,Melissa,Davis,Caguas
3880,Mary,Garcia,Bakersfield
3881,Patricia,Wilson,Caguas
3882,Joshua,Campbell,Greensburg
3883,Marie,Gomez,Caguas
3884,Mary,Smith,North Bergen
3885,Andrew,Compton,Palo Alto
3886,Brian,Smith,Caguas
3887,Mary,Berry,Garland
3889,Mary,Smith,Caguas
3890,Gregory,Snyder,Aurora
3891,Mary,Bowman,Caguas
3892,Billy,Smith,Waukegan
3893,Mary,Hart,Los Angeles
3894,Benjamin,Smith,Caguas
3895,Mary,Contreras,Brooklyn
3896,Alexander,Smith,Orlando
3897,Mary,Carlson,Caguas
3899,Brandon,Smith,Caguas
3901,Julia,Hubbard,Caguas
3902,Mary,Smith,Oceanside
3903,Lori,Meyers,Cleveland
3904,Mary,Brandt,Caguas
3905,Denise,Smith,South San Francisco
3906,Mary,Rogers,Tucson
3907,Gary,Gomez,Caguas
3908,Alexander,Smith,Lakewood
3909,Amber,Walker,Mount Prospect
3910,Mary,Diaz,Caguas
3911,Margaret,Melton,El Paso
3912,Mary,Pace,South Ozone Park
3913,Dennis,Smith,Caguas
3915,Heather,Smith,Caguas
3917,Terry,David,Eugene
3918,Mary,Smith,Caguas
3919,Charles,Little,Fontana
3920,Zachary,Smith,Caguas
3921,Mary,Allen,East Lansing
3922,Elizabeth,Smith,Caguas
3923,Mary,King,Albuquerque
3924,Rebecca,Smith,Caguas
3925,Mary,Hicks,Brooklyn
3928,Joseph,Jones,New York
3929,Amanda,Levy,Methuen
3930,Mary,Smith,Caguas
3931,Linda,Vasquez,Chicago
3932,Evelyn,Smith,Asheboro
3933,Mary,Gomez,Caguas
3936,Mary,Fernandez,Caguas
3937,Nancy,Orozco,Santa Ana
3938,Mary,Smith,Albuquerque
3939,Jane,Kim,North Las Vegas
3942,Stephanie,Smith,Los Angeles
3943,Mary,Butler,Lawrence
3945,Lauren,Perez,Portland
3946,Nathan,West,Caguas
3947,Mary,Blake,Wichita
3948,George,Smith,Caguas
3949,Mary,Lee,Philadelphia
3950,John,Duffy,York
3952,Shawn,Tucker,Tucson
3953,Mary,Smith,Caguas
3954,Stephanie,Nguyen,Chula Vista
3955,Bryan,Stanton,Yonkers
3956,Mary,Dickson,Stockbridge
3957,Thomas,Smith,Cumberland
3958,Ashley,Moreno,Caguas
3959,Laura,Shields,Fort Lauderdale
3962,Kyle,Smith,Caguas
3963,Mary,Ross,Caguas
3964,Harry,Smith,Brooklyn
3965,Mary,Douglas,Caguas
3967,Mary,Nichols,Saint Paul
3968,Catherine,Pacheco,Caguas
3969,Carl,Smith,Vega Baja
3970,Mary,Rodgers,Washington
3971,John,Smith,Jonesboro
3972,Laura,Bennett,Caguas
3973,Sharon,Parsons,Alhambra
3974,Mary,Smith,Seattle
3975,Louis,Meadows,Caguas
3976,Johnny,Costa,Carolina
3977,Mary,Smith,Detroit
3978,Barbara,Simmons,Walnut
3979,Mary,Wagner,Caguas
3980,Frances,Smith,Winnetka
3981,Mary,Richards,Caguas
3982,Roger,Oliver,Dallas
3983,Mary,Smith,Caguas
3984,Brenda,Webster,Kent
3985,Debra,Gates,Chillicothe
3986,Mary,Smith,Ewa Beach
3988,Mary,Smith,Ballwin
3991,Kevin,Mitchell,Morristown
3992,Grace,Smith,Caguas
3993,Mary,Crawford,Valrico
3998,Matthew,Smith,Caguas
3999,Sarah,Coleman,Bronx
4000,Mary,Ford,Memphis
4001,Maria,Nixon,Caguas
4002,Mary,Smith,Columbus
4003,Joseph,Harper,Caguas
4005,Virginia,Dyer,Quincy
4006,Mary,Smith,Clementon
4007,Amanda,Brady,Murfreesboro
4008,Diana,Smith,Caguas
4009,Mary,Ayers,Elgin
4010,Michael,Smith,Honolulu
4011,Victoria,Gallagher,Caguas
4013,Gloria,Thornton,Caguas
4014,Mary,Smith,Dallas
4015,Sharon,Mcconnell,Rancho Cucamonga
4016,Mary,Smith,Caguas
4017,James,Goodwin,Florissant
4018,Mildred,Smith,Bismarck
4019,Mary,Parsons,Caguas
4020,Angela,Smith,New York
4021,Catherine,Shelton,Lakewood
4022,Mary,Harding,Garland
4023,Phillip,Smith,Round Rock
4024,Mary,Thomas,Caguas
4025,Janet,Schmidt,Oceanside
4026,Mary,Smith,Caguas
4027,Robert,Blankenship,San Francisco
4028,Rose,Smith,Caguas
4029,Mary,Roman,Woodbridge
4030,Angela,Smith,Aurora
4031,Mary,Wall,Caguas
4032,Jennifer,Smith,Brooklyn
4034,Pamela,Alvarado,Fontana
4035,Mary,Mullen,Dallas
4036,David,Smith,Granite City
4037,Megan,Kemp,Caguas
4038,Mary,Smith,Waukegan
4039,Virginia,Smith,Honolulu
4040,Harold,Hart,Roseville
4041,Mary,Santiago,Madison
4042,Marilyn,Smith,Caguas
4043,Mary,Cabrera,San Bernardino
4044,Stephen,Smith,Plano
4045,Mary,Neal,Caguas
4046,Eric,Smith,Wyandotte
4048,Mary,Smith,Lockport
4049,Brian,Doyle,Caguas
4050,Stephanie,Smith,Brooklyn
4051,Christine,Barrera,Caguas
4052,Mary,Smith,Columbus
4054,Mary,Smith,Austin
4055,Kevin,Cline,Levittown
4056,Mary,Smith,Caguas
4057,George,Conner,Aurora
4059,Alexander,Torres,Caguas
4060,Mary,Smith,Greenville
4061,Jeffrey,Houston,Caguas
4062,Eugene,Smith,Oceanside
4063,Mary,Robinson,Caguas
4064,Mildred,Smith,Pawtucket
4066,Diana,Cordova,Bronx
4067,Mary,Smith,Massillon
4068,Linda,Hernandez,Caguas
4069,Steven,Smith,Tinley Park
4070,Mary,Steele,Bridgeton
4071,William,Smith,Caguas
4072,Benjamin,Clark,Eugene
4073,Mary,Smith,Caguas
4074,Barbara,Smith,West Chester
4075,Amanda,Atkins,Caguas
4076,Mary,Suarez,Trujillo Alto
4077,Amy,Smith,Los Angeles
4078,Mary,Gallegos,Caguas
4079,Timothy,Faulkner,Tonawanda
4080,Mary,Smith,Caguas
4081,Shawn,Gordon,Dallas
4082,Mary,Lyons,Caguas
4083,Betty,Smith,Wyandotte
4084,Brenda,Cook,Caguas
4085,Mary,Carr,Panorama City
4086,James,Smith,Caguas
4088,Kathleen,Reynolds,Salt Lake City
4090,Mary,Middleton,Brooklyn
4091,Doris,Smith,New York
4092,Amber,Williams,Caguas
4093,Mary,Pacheco,Brockton
4096,Beverly,Hodge,Brooklyn
4098,Mary,Lang,Caguas
4101,Michelle,Collins,Yonkers
4102,Alexander,Salas,Marrero
4103,Mary,Smith,Dorchester Center
4105,Mary,Smith,Caguas
4106,Angela,Fisher,North Hills
4107,Larry,Franklin,Clearfield
4108,Mary,Smith,Caguas
4109,Scott,Shaffer,Baltimore
4110,Maria,Ho,Hyattsville
4111,Mary,Smith,Caguas
4112,Jonathan,Martin,Elyria
